11.16.2015 14:33:17	Mann	Enslig	23	2	2	1	0	2	2	1	1	0	0	1	1	0	1	0	1	1	2	1	0	0	1	1	0	1	2	2	0	0	0	1	0	2	1	1	0	2	1	1	2	1	2	2	2	2	1	1	0	2	2	1	1	2	2	2	2	2	0	2	1	2
11.16.2015 14:35:00	Mann	Enslig	22	2	2	1	0	2	2	1	2	1	2	1	1	1	2	1	2	1	1	2	1	1	1	2	0	2	2	2	0	0	1	2	0	1	2	1	0	2	1	0	2	2	1	2	2	2	0	1	1	2	2	1	1	2	1	2	2	2	0	2	1	0
11.16.2015 14:36:13	Mann	Enslig	25	2	1	0	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	1	1	0	1	1	1	1	0	1	1	2	2	2	1	0	1	1	1	1	2	2	2	2	2	1	2	2	2	1	1	1	1	2	2	2	2	0	2	2	2
11.16.2015 14:36:19	Kvinne	Samboer	21	2	2	2	1	2	1	2	2	2	2	2	0	1	1	1	1	1	0	2	0	1	2	2	1	2	2	1	1	1	1	0	2	2	2	0	0	2	1	0	2	2	1	2	1	1	2	2	2	2	2	1	1	2	2	1	2	2	0	2	2	2
11.16.2015 14:36:49	Mann	Enslig	25	2	2	2	2	2	2	2	2	1	1	1	1	0	2	1	1	2	2	1	2	0	1	0	0	0	2	1	1	0	2	1	2	2	2	1	1	2	1	1	2	2	2	2	2	2	2	2	2	2	2	1	1	2	1	2	2	2	0	2	2	2
11.16.2015 14:37:54	Kvinne	Enslig	23	2	2	2	1	2	1	1	2	2	2	1	1	2	2	2	2	0	1	1	1	2	1	2	1	0	2	2	1	1	2	1	1	1	1	2	1	2	1	1	2	2	1	2	1	2	1	2	1	2	2	1	2	2	0	2	2	2	1	2	1	2
11.16.2015 14:38:19	Kvinne	Gift/Partner	30	2	2	1	2	1	2	2	2	2	2	2	1	2	1	2	2	0	1	1	0	1	2	2	1	0	2	0	0	1	1	1	1	1	1	0	0	2	2	0	1	2	1	1	0	0	1	1	1	2	2	2	2	2	1	2	1	2	0	2	2	2
11.16.2015 14:39:39	Kvinne	Enslig	22	2	2	2	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	1	1	1	1	2	1	1	2	1	1	2	2	1	2	2	2	2	1	2	2	1	2	2	2	2	1	1	2	2	2	2	2	2	1	2	2	2	2	2	1	2	1	1
11.16.2015 14:42:11	Mann	Enslig	23	2	2	2	1	2	2	2	1	0	2	2	0	0	1	0	2	0	1	1	1	1	1	2	0	2	2	2	1	0	0	0	1	2	2	1	0	1	1	1	2	2	2	2	1	2	1	1	0	2	2	2	2	2	2	2	2	2	0	2	2	2
11.16.2015 14:44:05	Kvinne	Enslig	23	0	1	0	1	1	0	1	1	1	0	0	0	1	0	2	0	2	0	0	0	1	1	1	1	1	1	0	0	1	0	0	0	0	2	0	0	2	2	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	1	2	0	1	1	1	0	0
11.16.2015 14:47:48	Mann	Enslig	24	2	2	1	1	2	2	1	0	0	1	1	1	2	2	0	2	2	1	2	2	1	2	2	0	0	2	1	1	1	2	2	2	2	2	1	0	1	1	1	1	2	1	1	2	1	0	0	2	2	1	1	1	1	2	2	1	1	0	2	2	1
11.16.2015 14:53:34	Kvinne	Samboer	25	0	0	0	0	2	2	2	2	2	0	0	0	2	0	2	0	0	0	0	0	1	1	2	1	1	2	1	1	0	1	2	2	0	2	0	1	2	2	0	1	1	0	2	0	1	2	2	2	1	2	2	2	1	0	1	0	1	0	2	2	1
11.16.2015 14:55:10	Mann	Samboer	25	1	2	1	0	1	1	1	1	1	2	1	1	0	2	0	2	0	1	1	1	1	1	1	0	2	2	2	2	0	2	0	0	2	0	0	1	0	0	0	2	2	2	2	0	2	0	1	0	2	0	0	1	2	0	2	2	2	0	2	0	0
11.16.2015 14:56:28	Mann	Enslig	25	2	2	1	1	2	1	2	2	1	2	2	2	0	2	1	2	1	2	2	2	2	1	2	1	2	2	0	0	0	2	2	1	1	1	0	0	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	1	2	2	1
11.16.2015 14:56:36	Mann	Gift/Partner	30	2	2	2	2	2	2	2	1	1	0	2	0	1	1	1	2	2	2	2	2	1	1	2	2	2	2	0	1	1	0	2	1	1	2	1	0	2	2	1	2	2	2	2	2	2	2	1	0	2	1	2	2	2	2	2	2	2	1	2	1	2
11.16.2015 14:58:01	Kvinne	Samboer	23	2	2	1	1	2	2	2	1	1	1	2	2	0	2	1	0	0	2	2	1	1	1	2	0	2	2	1	1	0	1	0	2	2	2	2	0	2	2	2	2	2	2	2	0	1	1	1	1	1	2	1	1	2	2	1	1	1	0	2	2	1
11.16.2015 15:00:00	Kvinne	Gift/Partner	32	2	2	1	2	2	0	2	2	1	0	2	0	2	0	2	0	0	0	0	0	1	1	2	2	0	2	0	0	1	2	2	0	0	0	0	1	2	2	0	1	1	0	2	0	2	2	2	2	2	2	2	2	2	0	2	0	0	0	2	2	1
11.16.2015 15:00:43	Kvinne	Samboer	30	2	2	2	2	2	2	2	2	2	0	2	0	2	1	2	1	0	1	0	1	1	1	2	2	1	1	1	1	1	2	1	1	0	0	1	2	2	1	1	2	2	2	0	1	1	0	0	0	2	1	2	2	2	0	2	1	1	0	2	0	1
11.16.2015 15:00:58	Kvinne	Gift/Partner	32	1	1	2	2	2	2	2	1	1	1	1	0	0	1	2	0	0	1	0	0	1	2	1	2	1	2	0	0	1	2	0	1	1	1	1	0	2	2	2	2	2	2	2	1	2	2	1	1	2	2	2	2	2	2	2	2	2	1	2	2	2
11.16.2015 15:03:58	Kvinne	Samboer	35	2	1	1	1	2	2	1	1	2	0	0	0	1	0	2	0	2	2	1	0	1	1	1	2	0	1	0	0	2	1	1	1	0	2	1	1	2	2	2	1	0	0	2	1	1	1	2	2	2	2	1	1	2	2	1	1	2	0	2	2	2
11.16.2015 15:04:23	Kvinne	Gift/Partner	16	1	1	0	0	2	2	2	2	1	0	0	2	0	2	2	0	1	2	1	0	1	2	1	1	2	1	1	0	0	0	0	1	0	1	0	0	2	1	0	0	1	1	1	1	1	1	1	1	2	2	1	2	2	0	1	2	2	1	2	2	2
11.16.2015 15:07:14	Kvinne	Samboer	24	2	2	2	2	1	2	2	1	1	2	2	2	1	2	1	1	1	2	1	1	2	2	2	1	1	2	2	1	0	1	0	2	2	2	1	1	1	1	2	2	2	2	2	1	1	2	2	1	1	2	2	2	2	2	1	0	1	2	2	2	2
11.16.2015 15:12:12	Mann	Forlovet	25	2	2	1	1	2	1	2	1	2	1	2	0	0	0	0	1	0	1	2	0	0	1	2	0	2	2	0	0	0	0	1	1	2	2	0	0	2	2	1	0	1	0	1	1	1	2	2	2	2	1	1	2	1	0	2	2	1	0	2	2	2
11.16.2015 15:13:39	Mann	Samboer	26	2	2	2	0	2	2	1	1	1	1	1	1	1	2	1	1	2	2	1	0	0	2	1	1	0	2	1	0	0	0	0	2	2	2	0	0	2	1	1	1	0	0	0	1	0	0	0	0	2	1	1	1	1	2	1	1	1	0	1	1	2
11.16.2015 15:16:05	Kvinne	Forlovet	29	2	2	1	1	2	2	2	2	2	2	0	0	2	1	2	1	2	2	1	1	0	1	1	1	1	2	2	2	1	0	2	1	1	2	1	1	2	2	2	2	2	2	2	2	1	1	1	1	2	2	1	1	2	2	2	2	2	0	1	2	1
11.16.2015 15:16:20	Mann	Samboer	38	2	0	1	2	2	2	2	2	2	0	2	1	1	0	2	0	2	2	2	1	2	2	2	2	2	2	1	1	1	2	0	2	2	2	1	1	2	2	1	1	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	0	2	2	2
11.16.2015 15:17:09	Kvinne	Gift/Partner	29	2	2	1	1	2	2	2	1	1	0	1	0	1	2	2	1	0	0	0	0	2	2	1	1	1	2	2	2	0	1	1	1	0	1	0	2	2	2	1	2	2	2	2	2	2	2	2	1	2	2	1	1	2	0	2	2	2	0	2	2	2
11.16.2015 15:18:30	Mann	Annet	25	2	2	1	0	2	1	0	1	0	2	1	1	0	1	1	2	1	1	1	1	0	1	1	0	1	2	1	1	0	1	0	2	1	2	1	0	2	2	1	1	1	1	1	1	1	1	1	1	2	0	1	2	2	2	2	2	2	2	2	2	2
11.16.2015 15:20:51	Kvinne	Samboer	29	2	2	1	2	2	2	2	2	2	1	1	0	1	1	2	0	2	1	1	1	1	1	2	2	1	1	0	1	2	1	2	0	0	1	1	0	2	0	0	0	2	1	2	2	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2
11.16.2015 15:23:57	Mann	Samboer	29	2	2	2	0	2	1	1	0	0	2	1	0	0	0	0	1	0	1	2	2	0	1	1	1	1	2	1	2	0	2	2	1	1	2	2	0	0	1	2	2	2	2	2	1	2	1	1	0	2	2	1	1	2	0	2	0	2	0	2	2	1
11.16.2015 15:24:20	Mann	Samboer	31	2	1	0	1	2	2	2	1	1	0	1	1	0	2	1	0	2	2	2	2	0	1	1	1	2	2	1	0	1	1	2	2	2	2	0	0	2	2	1	2	2	2	2	2	1	1	1	2	2	2	1	1	2	2	0	2	2	0	2	2	2
11.16.2015 15:25:10	Mann	Samboer	30	2	2	2	1	2	2	2	1	2	2	2	1	0	1	0	2	1	2	2	1	0	1	1	1	2	2	0	0	1	1	1	2	2	0	0	1	2	1	1	2	2	2	2	1	2	1	1	2	2	1	2	2	2	1	2	2	2	1	2	2	2
11.16.2015 15:25:15	Kvinne	Samboer	30	1	2	2	1	1	1	2	1	1	2	2	0	0	1	0	1	0	0	2	0	0	1	2	2	1	2	0	0	1	2	0	0	0	0	0	1	1	0	0	2	2	2	1	0	1	2	1	0	2	2	1	2	2	0	2	2	2	1	2	1	2
11.16.2015 15:25:23	Mann	Samboer	24	2	2	1	1	2	2	2	1	1	2	2	0	0	1	1	2	2	2	2	2	1	1	1	0	2	2	0	0	0	0	1	0	0	1	0	0	1	0	1	2	2	2	2	1	2	1	2	0	2	1	1	1	2	2	2	1	2	0	2	2	1
11.16.2015 15:31:31	Kvinne	Enslig	34	2	1	1	2	2	2	2	2	1	0	2	1	1	1	1	0	2	1	1	1	1	2	2	1	1	1	1	1	1	2	2	0	1	2	2	0	1	2	2	1	2	2	2	2	2	2	1	1	2	2	1	1	2	1	2	2	2	0	2	2	2
11.16.2015 15:31:47	Mann	Gift/Partner	28	2	0	1	1	2	2	1	1	1	0	0	0	1	0	1	0	2	2	1	0	0	1	1	1	1	1	0	0	1	0	1	0	0	1	1	0	2	2	0	1	0	0	0	1	0	0	0	0	2	1	1	1	2	0	2	1	2	0	2	0	1
11.16.2015 15:33:24	Kvinne	Gift/Partner	60	0	0	0	0	1	1	2	2	1	0	1	0	1	1	2	1	1	0	0	1	0	2	1	2	1	2	2	2	2	2	2	2	0	0	2	2	2	2	2	2	2	1	2	1	2	2	2	1	2	2	2	2	2	0	1	1	1	0	2	1	2
11.16.2015 15:33:35	Kvinne	Enslig	19	2	0	0	2	2	2	2	2	1	0	2	0	0	1	2	0	0	0	0	0	0	0	2	0	2	1	0	0	0	0	1	0	0	2	0	0	2	2	0	0	1	0	0	0	0	1	2	2	1	2	2	2	2	0	0	0	0	0	2	0	0
11.16.2015 15:35:50	Mann	Gift/Partner	30	2	2	1	0	2	0	1	0	0	0	2	1	1	0	0	1	2	2	2	2	0	1	1	2	2	2	1	1	1	1	1	1	1	1	0	0	2	1	1	2	1	1	1	1	1	0	0	1	1	1	1	2	2	1	2	1	2	0	2	1	2
11.16.2015 15:37:59	Mann	Enslig	22	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	0	2	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	2	1	2	2	1	2	2	1	1	1	1	2	2	1	1	1	1	2	1	1	0	1	1	0
11.16.2015 15:38:32	Kvinne	Forlovet	23	2	2	2	1	2	2	2	2	2	2	2	1	1	2	1	2	2	2	2	0	0	1	1	1	0	2	2	0	0	2	0	1	1	0	1	1	2	1	1	2	2	2	2	1	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2
11.16.2015 15:38:46	Mann	Gift/Partner	24	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	2	2	2	2	1	1	2	0	2	1	1	2	0	0	0	1	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	1	1	2	1	2	1	1	1	2	1	2
11.16.2015 15:40:05	Mann	Samboer	24	2	2	2	1	2	1	2	0	1	2	1	0	0	2	0	2	2	1	2	1	1	2	2	0	1	2	2	2	0	2	0	1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	1	2	2	2	2	2	2	2	1	2	0	2	2	1
11.16.2015 15:42:47	Kvinne	Annet	22	1	1	1	1	2	2	2	2	2	2	1	1	2	2	2	0	1	2	2	0	2	2	2	2	2	2	0	0	0	0	0	0	0	0	1	0	2	2	1	2	2	1	2	0	0	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2
11.16.2015 15:44:54	Kvinne	Enslig	25	2	2	2	1	2	2	2	2	1	2	1	1	0	1	2	2	1	1	0	0	2	1	0	0	0	2	2	0	0	1	0	1	2	0	0	0	2	1	0	2	2	0	2	1	2	2	2	2	2	1	1	2	2	0	0	0	0	0	2	1	2
11.16.2015 15:47:06	Kvinne	Enslig	23	2	2	2	0	2	2	0	1	2	2	0	2	1	1	1	2	1	2	1	0	1	2	1	1	1	2	1	1	1	0	1	1	1	2	0	0	2	2	0	2	2	2	2	2	0	1	1	2	2	2	1	1	2	1	2	1	1	0	2	1	1
11.16.2015 15:48:44	Mann	Annet	24	2	2	1	0	2	2	1	1	1	1	1	0	1	2	1	2	1	2	1	1	0	1	1	1	1	2	2	1	0	0	1	2	1	0	0	0	2	1	1	2	2	2	2	1	1	1	1	2	2	1	1	1	2	0	2	2	2	2	2	2	1
11.16.2015 15:49:31	Mann	Gift/Partner	59	2	2	0	2	2	1	2	0	1	0	1	0	1	0	2	0	1	1	1	1	0	0	2	0	2	2	0	0	1	1	1	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	0	1	1	2	2	2	0	0	0	0	0	2	0	2
11.16.2015 15:51:16	Kvinne	Forlovet	25	2	2	0	0	2	2	1	2	2	1	1	0	2	2	2	2	1	0	0	0	1	2	1	1	0	1	1	1	1	1	1	0	0	0	0	0	2	1	1	1	2	2	2	2	2	2	1	1	2	2	1	1	2	0	1	2	1	0	2	2	2
11.16.2015 15:51:18	Mann	Gift/Partner	30	2	1	1	1	2	2	1	2	2	1	2	0	1	2	2	1	2	2	2	1	1	2	2	2	2	2	0	0	2	1	2	2	2	2	0	0	2	2	1	1	2	2	2	2	2	2	2	2	2	2	1	1	2	1	2	2	2	1	2	2	2
11.16.2015 15:52:17	Kvinne	Gift/Partner	28	0	0	0	1	2	2	1	2	2	0	1	0	0	1	2	0	0	1	0	0	1	2	2	1	0	2	0	0	0	0	0	2	2	2	1	0	2	2	0	2	1	1	2	1	2	2	2	2	2	1	0	0	2	2	1	1	1	0	1	2	2
11.16.2015 15:53:53	Mann	Enslig	23	2	2	1	1	2	2	1	2	1	0	1	2	0	2	1	0	2	2	2	1	1	2	2	0	2	2	2	1	0	1	1	1	2	2	1	0	1	1	2	2	2	2	2	2	2	1	1	1	2	2	2	2	2	2	2	2	2	1	2	2	2
11.16.2015 15:55:08	Mann	Enslig	24	2	2	2	1	1	1	2	0	1	2	2	0	1	0	0	2	0	1	2	0	0	1	1	0	2	2	0	0	1	2	0	1	1	1	0	0	1	0	0	2	2	2	2	1	2	1	2	1	2	2	1	1	2	2	2	0	0	0	2	1	0
11.16.2015 15:55:11	Mann	Enslig	29	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	1	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	2	2	2	2	2	2	2	1	1	1	2	2	2
11.16.2015 15:55:52	Mann	Gift/Partner	57	2	2	1	1	2	2	2	1	1	0	1	0	1	1	1	1	1	2	2	1	1	2	2	1	2	2	0	1	1	1	2	1	1	1	1	1	2	1	1	2	2	2	2	1	1	2	2	1	1	2	2	2	1	0	2	1	1	0	2	1	2
11.16.2015 15:56:31	Kvinne	Enslig	30	2	0	1	1	2	2	2	2	1	0	0	1	1	1	2	1	1	2	1	0	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	0	2	2	1	1	1	0	2	1	1	1	1	2	1	2	1	1	1	1	0	2	1	0	2	2	2
11.16.2015 15:57:31	Kvinne	Samboer	25	2	1	0	2	0	2	2	2	0	0	2	2	0	2	0	2	0	2	2	2	1	1	1	1	2	2	2	2	1	2	2	1	1	1	1	0	1	1	2	2	2	2	2	2	2	1	0	0	2	2	2	2	2	0	2	2	2	1	2	1	1
11.16.2015 15:57:33	Kvinne	Samboer	40	0	1	1	1	1	2	2	2	1	1	2	1	1	2	1	0	0	2	1	0	1	2	2	2	0	2	2	0	1	1	1	1	0	0	0	1	2	0	0	2	2	2	2	0	2	2	1	1	2	2	2	2	2	0	1	2	2	2	1	2	2
11.16.2015 15:58:17	Kvinne	Enslig	22	2	2	2	0	1	2	0	0	0	2	2	2	2	2	0	2	2	2	0	0	0	0	2	0	0	1	2	0	2	0	0	1	1	0	0	0	1	0	1	0	1	1	2	1	2	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2
11.16.2015 16:00:37	Kvinne	Gift/Partner	34	0	2	2	2	2	1	2	2	2	2	2	0	2	2	1	0	0	0	0	0	2	2	2	2	0	2	1	2	2	2	2	1	1	2	1	1	2	2	1	2	2	2	2	0	1	0	0	0	2	2	2	2	2	1	2	2	2	2	2	2	2
11.16.2015 16:01:16	Kvinne	Enslig	31	2	2	1	2	2	2	2	2	2	0	2	1	1	2	2	1	0	2	2	2	0	1	2	1	2	2	0	2	2	0	2	2	0	2	0	0	2	2	0	2	2	2	2	2	2	2	2	0	2	2	1	2	0	0	0	0	0	0	2	2	2
11.16.2015 16:02:03	Mann	Samboer	25	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	0	2	0	2	0	1	2	1	2	0	0	0	0	1	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	2	0	2	2	1
11.16.2015 16:16:39	Kvinne	Enslig	24	2	2	1	1	2	2	0	2	2	2	1	2	2	2	2	2	2	2	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	2	1	0	2	2	1	2	2	1	2	1	1	2	2	1	0	1	2	2	2	0	1	2	2	1	2	2	1
11.16.2015 16:17:36	Mann	Enslig	22	2	2	2	2	2	2	2	0	1	1	2	1	0	1	0	2	1	1	2	1	0	1	2	0	2	2	1	2	1	0	1	0	0	0	1	0	0	0	0	2	2	1	2	1	1	0	0	0	2	1	1	1	2	0	2	1	1	0	2	0	1
11.16.2015 16:19:06	Mann	Enslig	20	2	2	1	1	2	1	2	2	1	2	2	1	0	1	0	2	2	1	2	1	1	2	2	0	2	2	1	1	0	1	1	1	1	2	1	0	2	1	2	2	2	2	2	1	1	1	0	0	2	1	1	2	2	0	2	1	1	0	2	1	2
11.16.2015 16:22:27	Mann	Enslig	22	2	2	2	1	1	2	1	0	1	2	1	0	1	1	1	2	0	1	1	1	0	1	1	1	1	2	1	1	1	1	1	1	2	1	1	0	2	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	0	1	1	1
11.16.2015 16:23:09	Mann	Samboer	28	2	2	1	2	2	1	2	2	1	1	2	0	0	0	0	1	2	0	2	0	2	2	2	0	0	2	0	0	0	1	2	0	0	1	0	1	2	2	1	2	2	2	0	1	1	0	2	0	2	2	1	1	2	2	2	1	2	0	2	2	0
11.16.2015 16:23:41	Kvinne	Enslig	26	2	1	2	1	2	2	1	2	2	1	1	1	1	1	2	1	1	0	0	1	0	0	2	2	2	2	0	0	1	0	2	0	0	1	0	0	2	2	2	0	2	2	1	1	1	1	1	1	1	2	1	1	2	0	0	1	0	0	0	1	1
11.16.2015 16:26:30	Kvinne	Enslig	40	2	0	1	1	2	2	2	2	2	0	1	0	1	2	1	0	2	2	0	0	1	1	1	2	1	2	0	0	1	1	2	2	1	2	1	1	2	2	1	1	1	1	1	1	2	2	2	1	1	2	2	2	2	2	1	2	2	1	2	2	1
11.16.2015 16:26:48	Mann	Samboer	23	2	2	2	1	1	2	2	1	1	2	2	0	0	2	1	2	0	1	2	1	1	2	2	1	2	2	2	1	0	1	1	1	2	2	1	1	0	1	1	1	2	2	1	1	1	2	0	0	2	2	2	1	2	2	2	2	2	0	1	2	2
11.16.2015 16:26:49	Kvinne	Annet	19	2	0	0	0	2	2	2	2	2	1	1	1	2	1	2	0	2	1	0	0	0	0	0	0	2	0	0	0	2	1	1	1	1	2	0	0	2	0	0	1	2	1	2	1	2	2	2	2	1	2	2	2	2	0	2	1	1	0	2	2	2
11.16.2015 16:29:35	Kvinne	Skilt	34	2	1	0	0	2	2	1	2	1	1	2	2	0	1	0	2	1	2	1	1	0	0	0	0	0	0	0	1	1	2	1	2	1	0	0	1	2	0	2	1	2	1	1	0	2	1	0	1	2	1	2	1	2	0	2	0	0	0	2	0	1
11.16.2015 16:32:25	Kvinne	Enslig	30	1	1	2	1	2	2	1	2	1	1	1	0	2	2	2	0	1	1	1	0	0	2	1	1	1	1	0	1	1	0	1	0	0	0	0	0	2	2	0	2	1	1	1	0	1	1	1	1	2	2	1	1	2	0	1	2	2	0	2	1	0
11.16.2015 16:36:35	Mann	Enslig	22	2	2	2	1	2	2	0	1	1	2	2	2	1	1	1	2	1	1	2	0	0	0	2	0	2	1	1	1	0	0	0	0	2	2	2	0	2	2	2	2	2	2	2	2	0	0	0	1	2	1	0	1	2	0	2	2	1	0	2	1	0
11.16.2015 16:43:29	Kvinne	Enslig	41	2	0	1	2	2	2	2	2	2	1	2	0	2	2	2	0	2	2	2	2	2	2	2	2	2	2	1	2	2	1	2	1	1	2	1	1	2	2	2	2	2	2	2	1	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2
11.16.2015 16:45:24	Mann	Enslig	25	2	2	2	2	2	2	2	2	1	2	2	0	2	2	1	2	1	2	2	2	2	2	2	2	2	2	2	2	0	1	2	1	2	2	2	0	2	2	2	2	2	2	2	1	2	1	1	0	2	2	2	1	2	2	2	2	2	1	2	2	2
11.16.2015 16:49:41	Mann	Samboer	55	2	1	1	1	1	2	1	1	1	0	1	0	0	0	1	0	2	2	0	1	0	0	0	0	0	0	0	1	1	0	1	1	0	0	1	0	2	2	1	2	2	1	1	2	1	1	0	0	2	1	2	1	2	0	1	1	1	0	2	0	1
11.16.2015 16:52:09	Kvinne	Samboer	30	2	1	1	0	1	1	0	0	1	1	0	2	0	1	0	1	0	1	0	1	0	0	0	0	0	0	1	0	1	0	2	1	1	1	0	0	2	1	1	2	0	0	0	0	0	0	0	0	2	1	1	1	1	0	1	0	0	0	2	0	1
11.16.2015 16:54:50	Kvinne	Enslig	22	2	2	2	2	2	2	2	2	2	2	1	0	2	2	2	2	1	2	2	0	2	2	1	1	2	2	2	1	1	1	0	1	2	2	1	1	2	2	1	2	2	2	2	1	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2
11.16.2015 16:57:26	Kvinne	Gift/Partner	47	2	1	1	2	1	2	2	2	2	0	1	1	2	2	2	0	0	1	1	1	1	1	1	1	1	1	1	1	2	0	2	1	0	0	1	0	2	1	2	1	2	1	2	1	1	1	2	1	2	1	1	2	2	0	1	2	2	0	2	2	2
11.16.2015 16:59:22	Kvinne	Gift/Partner	57	0	0	0	1	1	0	2	1	1	0	1	0	2	1	1	0	0	0	0	0	2	1	2	2	1	1	1	2	1	2	0	0	0	0	2	2	1	2	1	0	0	0	1	0	1	1	1	0	0	1	1	1	1	0	1	1	1	0	2	2	1
11.16.2015 17:02:35	Mann	Gift/Partner	62	0	1	2	2	2	1	2	1	2	1	2	0	1	2	2	1	1	2	1	1	2	2	2	1	2	2	1	2	1	2	2	0	1	1	2	1	2	2	1	2	1	2	1	1	2	2	1	0	0	1	1	2	2	0	1	1	2	0	2	2	1
